AREA,DISTANCE_F_C_C,FLOOR,MAX_FLOOR,ROOMS,WINDOWS,PRICE
60,8000,1,7,2,3,97790
90.7,6900,1,3,4,5,109130
67.6,8700,2,3,2,6,99590
87.6,7000,1,1,5,9,125740
36.4,900,3,7,4,6,91110
26.2,6800,5,8,2,5,33050
44.4,8100,1,3,2,3,63370
60.1,2800,2,9,4,5,127830
35.3,8100,2,6,1,3,44130
62.8,5800,6,8,4,6,98790
44,4700,1,9,1,5,104780
54.2,3400,4,8,1,2,87530
44.9,9800,3,6,3,5,55530
46.5,4700,3,4,3,5,108970
21.9,600,11,11,1,4,55380
73.3,5300,2,11,2,4,119420
29,4900,11,12,3,7,45700
64.5,6000,7,11,1,2,116720
44.3,1100,8,11,4,7,108950
99.9,6400,3,4,5,7,140700
32.9,3800,5,8,2,5,56630
30.5,7000,1,1,1,2,42760
37.2,7800,7,11,2,5,56290
72.8,3400,3,11,5,6,176350
51.5,4300,8,11,2,4,122060
65.1,700,2,8,1,4,139210
29.6,100,5,6,1,5,74450
33.1,5700,1,1,3,7,39590
25.1,5600,2,2,2,6,31850
29.2,8600,3,3,3,5,50110
27.1,1800,6,8,2,3,63610
26,6200,5,5,3,6,35560
22.3,800,4,8,3,7,53080
97.1,1300,2,2,3,4,177310
27.9,4800,2,4,1,4,70310
90.1,5900,2,2,2,4,107760
65.1,7300,2,4,3,6,99260
21.6,9800,3,10,1,3,40170
41.2,6900,7,12,1,2,56470
44,6100,5,5,2,3,68340
46.3,6600,2,7,3,6,69490
48.6,7000,4,12,3,4,69900
69.6,1200,2,2,4,7,183530
67.9,800,2,3,2,3,168350
41.8,5800,3,3,1,3,59590
23.6,3100,9,9,1,3,52630
50.8,5400,3,9,1,3,77360
63.8,4500,2,4,5,6,123520
41.9,4600,11,12,1,5,70360
51.3,4900,7,7,2,3,94550
65.4,7600,1,2,1,4,107180
80,2100,2,3,1,2,146520
25.8,1200,3,7,2,3,61830
83.4,3900,1,1,2,6,132630
50,3300,3,3,2,4,98860
41.5,5600,6,6,4,6,62970
38.3,5900,1,5,1,2,64940
22.7,7900,10,10,3,4,31910
47.5,8100,8,10,1,3,77380
68,6900,2,6,1,5,127770
64.2,5700,1,1,1,4,105620
78.4,2300,3,4,4,7,141120
59.5,5400,2,2,1,2,99710
43.3,6500,4,7,2,5,53510
20.8,3200,10,10,1,3,32360
75.9,7900,1,5,2,6,94670
52,4300,1,7,3,7,105860
98.1,6600,5,9,3,7,146680
46.6,8200,6,10,5,9,76320
86.3,9800,3,4,2,3,112310
45.2,2600,2,3,2,5,86360
86.8,200,3,5,1,4,258840
59.9,8000,1,8,3,6,84690
79.5,4100,11,12,5,7,184520
69.3,2300,1,9,5,6,106460
35.2,3800,4,9,1,2,74130
22.6,7600,11,12,1,2,38500
29.1,7200,5,11,2,5,41570
66.4,9400,3,9,2,6,117950
60.9,8900,1,2,3,4,108190
62.4,3400,8,11,4,6,104270
46.9,5200,2,8,4,8,84430
34,4100,7,8,2,4,62970
88.3,5000,1,2,1,2,119280
43.7,7500,3,8,3,4,65840
80.1,7600,2,8,3,7,121590
50.9,8200,5,7,5,9,81910
64.4,8600,7,8,1,2,92040
20.5,2400,3,8,1,3,38110
36,9700,1,5,2,5,42800
55.5,9400,5,8,3,4,85040
44.4,5000,4,12,1,3,63480
52.7,2600,3,4,2,3,100970
99.5,900,1,9,3,6,184650
65.7,8400,1,3,3,6,89460
21.6,9200,2,2,3,4,30850
32.3,9000,1,9,4,7,50170
92.2,1500,9,11,3,7,257070
42.6,7200,2,2,3,4,65670
95.3,6700,3,5,2,4,138240
56.7,6100,1,1,2,4,90730
70.5,7600,3,6,5,8,95300
42.2,7800,7,9,4,6,76570
24.6,8200,1,1,2,6,29020
36.3,3100,8,11,1,3,88310
95.2,7100,12,12,3,4,133230
38,8600,5,5,2,4,67200
63.1,8400,4,4,3,5,101140
49.1,8300,4,7,2,6,87690
53.3,8300,7,10,2,6,76300
23.5,4700,1,3,2,4,45570
87.4,6800,2,3,4,6,142760
62.7,5700,2,3,4,6,103370
28.8,5000,4,7,2,5,50670
44.9,7400,1,12,4,7,77990
94.6,8100,10,11,6,8,143460
68.3,2800,5,9,1,5,122110
91,1200,1,1,4,6,186240
42.6,5100,1,1,3,7,64940
22.9,6800,11,12,1,3,35300
41.1,3600,2,5,1,5,96120
42.8,300,1,7,2,6,97100
66.8,9500,2,4,5,8,116760
49.2,2500,2,5,5,9,116890
49.7,8600,3,11,1,5,68030
29,4800,3,3,2,4,59240
37.3,5500,6,9,2,3,53750
64.8,8200,4,5,1,2,109170
21,2100,6,10,1,3,53120
56,7700,3,5,2,6,93570
46.4,1700,3,6,3,7,97900
73.2,9400,5,11,6,7,109450
52.3,5300,1,8,1,5,61230
27.7,3900,8,12,1,5,52760
59.8,5700,2,6,1,5,87540
26.4,8800,10,12,2,6,45890
53.4,7800,10,12,1,2,100190
41.6,4800,3,3,1,4,92130
49.7,7500,1,3,4,6,72820
28.8,2100,4,10,1,5,56330
24.2,700,3,12,2,4,57420
47.8,9800,6,6,1,5,71540
48,7300,7,12,2,3,78660
21.1,8000,1,6,2,3,35660
49.3,100,2,9,4,5,130480
98.5,5700,3,10,6,8,125200
32.3,6100,7,9,3,6,41170
52.8,6500,1,1,4,6,92900
65.4,5000,4,6,1,3,88900
78.4,7600,2,12,2,6,112310
24.6,3700,2,4,1,2,42130
66.1,7000,5,6,2,6,106240
62,7300,10,12,2,5,81220
37.1,6000,2,4,3,5,68300
70,6800,1,2,2,5,110060
74.5,5500,2,2,6,9,123370
37.1,3200,2,2,1,2,70680
23.4,1000,1,5,1,4,58860
52,6000,2,5,4,6,89210
55.2,2000,1,1,5,8,88770
24.8,4300,4,10,2,4,57480
46.4,4300,7,10,1,2,87360
56,900,2,9,2,4,124060
30,2900,10,10,4,8,46520
63.4,300,1,4,2,6,147950
43,7300,3,8,4,8,68210
35,8700,5,11,4,5,54130
69.7,4000,2,2,6,10,165920
23.4,4700,1,12,2,6,43020
47.6,7900,4,8,1,5,62130
31.8,8700,1,2,1,3,54660
46.5,200,1,1,4,7,110600
64.5,6500,2,4,2,5,114330
23.9,7900,2,6,1,4,40890
38.7,5300,3,3,4,7,52100
50.5,3700,10,11,2,4,95440
25.5,6400,4,5,1,3,40130
54.3,7900,1,2,1,3,67630
59.3,5200,1,6,1,5,104760
95.2,8200,2,7,7,8,132940
47.6,4800,1,8,1,4,90900
97.6,3700,4,4,5,7,223020
42.6,3400,4,5,3,6,66320
24.9,8100,7,9,3,6,37090
27.9,300,8,9,2,5,86420
28.4,300,5,10,1,2,91750
24,6300,1,1,3,5,31290
80.3,8900,1,2,1,3,130590
23,6700,7,9,3,7,41970
23.5,5400,7,9,2,4,43130
21.1,9700,1,9,1,3,36530
76.5,1800,1,4,4,8,174810
64.1,4300,11,11,2,3,130950
54.7,8400,4,8,3,4,81480
64,9400,2,7,4,7,95390
36.8,9600,3,4,3,6,46200
33,9000,3,4,1,3,59160
42.9,1300,1,8,4,5,114200
31.2,5100,6,10,1,4,57760
43.9,5500,6,8,4,7,77770
55.6,3000,4,9,4,5,102200
77.1,7000,3,6,1,3,137400
68.8,8000,1,11,4,6,107800
70.6,9100,7,7,5,8,107440
28,2700,2,6,2,5,67720
95,3200,2,5,7,8,203960
65.1,9700,2,4,2,4,86700
90.5,3700,2,6,4,5,224730
33,5000,1,9,1,3,54520
21.9,800,1,4,3,7,54550
58.9,6200,2,10,3,6,104630
63.7,2800,3,5,3,4,125620
51,7900,1,2,4,6,67380
79.9,9800,1,3,3,4,134110
49.3,1700,7,8,1,2,93350
93.4,5200,6,12,2,3,173280
55.5,7300,10,11,1,2,66530
89.4,1200,2,9,3,7,255120
59.5,1300,3,6,2,5,131020
46.9,7600,4,7,1,5,87590
61.8,2900,1,3,1,3,143110
79.3,3300,2,3,1,4,189200
52.5,3500,5,5,4,6,113350
84,7700,5,12,4,6,120170
31.8,8300,4,7,1,2,54860
51.4,8600,10,12,2,3,76610
31.3,6500,10,11,2,4,39830
91.5,4900,2,3,2,6,217400
25,8100,2,10,2,6,42060
95.3,2300,5,7,5,9,185140
53,1100,2,4,5,6,139310
45.5,4900,7,12,3,4,112680
32.2,2200,4,6,3,4,60230
81.5,5400,6,8,6,10,148880
61.8,9000,2,4,4,7,103150
22.4,4400,7,9,2,6,51640
22.6,3000,3,8,2,6,43150
58.9,3600,9,11,3,4,126450
28.8,1800,1,9,1,4,58600
72.5,8000,2,2,6,10,119990
64.2,8000,9,11,5,8,93550
88.5,1800,9,12,5,7,199500
47.1,1100,3,12,2,5,139060
44.4,6000,3,3,3,6,57460
35.4,5900,6,12,1,4,43920
65.4,600,7,7,2,4,183400
59.7,2600,7,9,5,7,150860
93.3,4700,5,10,7,10,173630
57.5,2600,8,10,1,5,138410
20.6,2500,4,5,2,5,46730
32,2800,1,2,4,5,54200
33.8,7600,2,3,1,2,41090
50.8,6000,4,5,3,7,70680
36.2,6600,2,4,2,3,54400
65.2,2200,5,10,2,6,132980
64.2,7500,3,8,1,4,111790
42.6,7600,10,12,4,6,67940
24,7700,2,3,1,4,32590
32.2,9100,3,10,1,4,48630
89.3,5300,1,11,6,9,140640
56.7,9000,3,3,1,2,93740
67.5,6400,3,3,1,2,117970
43.1,600,4,12,3,6,121440
79.2,2300,3,11,2,3,143930
35.9,3000,2,2,4,8,60290
46.2,4600,5,6,5,7,85650
54.5,4900,3,5,4,8,130880
46.2,5900,2,3,4,7,64070
67.5,8300,3,5,3,7,118310
42.1,8100,3,4,2,5,74340
47.4,9400,1,4,3,4,81300
98.1,2300,5,11,3,5,219940
66.8,8700,3,7,1,5,107310
95.3,4000,9,11,2,5,230410
25.2,9200,2,4,2,5,33080
40,1700,5,12,2,6,90400
64.6,4200,6,9,1,5,130770
58.5,2000,4,8,5,7,122090
25.2,9700,2,4,2,6,40690
38.8,2900,4,7,2,5,67490
56.9,7000,7,9,5,7,102810
98.6,7000,6,6,2,6,133190
57.2,1200,5,6,4,6,153350
44,4600,2,2,4,8,78050
25.9,4200,1,4,3,6,58110
24.3,7600,12,12,1,3,37130
40.3,3400,1,5,1,2,77470
51.4,4200,1,1,4,7,101350
61.2,8300,6,8,4,8,79300
58.8,5900,1,4,1,2,91970
56.9,3200,1,8,4,8,115270
77.5,9700,4,7,6,10,104170
44.6,7900,2,12,3,7,69610
57.7,1700,1,5,3,5,131170
20.7,1200,6,9,3,5,40310
98,9600,1,4,3,5,169870
28.4,2000,1,1,1,5,62130
97.6,2400,5,5,3,6,200620
46.8,8600,1,8,5,6,67980
80.4,2200,1,1,4,7,187190
68.8,4300,3,3,3,4,147300
63.3,7500,1,3,1,2,98950
49.2,5300,5,9,1,3,89740
81.3,4500,3,4,3,7,162210
44,9300,8,11,1,2,54670
72.4,6600,3,7,1,2,91130
23.7,8900,4,8,3,7,42480
71.8,9100,1,8,2,4,118640
29.7,9800,1,2,1,5,52970
42.2,5800,8,8,4,7,75390
55.9,2100,2,6,1,5,127390
46.3,8400,3,12,1,3,85550
60.6,500,2,12,4,8,150660
23.9,2400,1,5,1,4,50950
28.2,500,6,9,1,5,75840
23.7,3800,1,2,2,4,54260
30.5,5900,11,11,4,8,52530
71.5,7700,3,6,6,10,108200
38.7,4700,8,9,2,4,83940
39.4,8700,2,4,1,2,54760
45.2,7200,4,9,1,3,74670
46.5,8700,3,4,1,5,61720
60.2,3100,1,2,2,6,143140
95.6,3900,3,5,3,7,178550
39.4,2900,4,7,2,5,90090
37.8,500,7,7,1,3,99540
39.5,4400,3,5,3,7,94450
89.6,8900,1,1,6,10,156190
34.8,700,3,10,1,3,80630
88.7,9000,3,4,5,9,154310
67.1,1100,2,4,1,3,160630
22.9,600,1,4,1,3,44180
69.6,9700,8,11,3,5,87800
89.6,3900,7,7,3,6,167890
41,3500,4,4,3,4,91950
67.7,7300,4,5,3,4,87370
47.1,5400,4,9,5,8,74900
84.3,8200,2,2,2,5,117820
48.4,6500,1,2,2,5,83060
79.9,7200,3,3,2,6,124540
30,8200,4,12,2,3,51920
88.2,200,5,10,2,6,218440
48.5,1400,4,7,5,6,131170
69.9,7600,7,8,4,5,83540
37.8,5400,1,1,1,3,44600
62.8,100,3,7,1,4,170380
66.7,2700,3,9,1,2,134080
73.2,5300,7,7,5,7,86890
47.5,9000,1,4,1,5,76560
43.9,2900,7,11,1,3,108720
43.4,4700,4,10,1,2,83820
23.3,4600,3,10,1,2,52260
48.9,7800,4,4,5,9,85460
65.1,9800,3,4,2,6,83780
39.5,9700,1,4,1,5,48560
94.5,3700,4,5,2,5,194250
30.4,500,1,1,2,6,67630
32.7,8900,1,2,1,3,43930
20.1,5000,6,6,1,5,25770
40.7,7900,1,12,1,4,53510
65.5,1700,6,7,4,6,144250
43.7,4900,4,5,1,4,71100
41.4,2500,1,2,1,5,93780
71.4,5600,11,11,4,5,103390
54.5,6600,3,4,4,5,89220
61.9,3200,1,1,2,3,125450
23.4,7700,4,6,1,5,44280
82.3,8800,6,7,2,3,133770
62.5,1700,2,7,4,8,141660
23.8,6100,3,3,1,2,42000
21.5,4500,5,6,1,4,37400
39.4,800,1,7,4,6,106980
55.3,7800,5,6,3,4,70420
77,1100,2,11,1,2,213960
21.5,2800,7,10,1,4,48890
39,1100,1,12,1,2,95290
21,8300,2,3,1,3,27060
66.2,4800,1,3,3,5,117840
28.7,9700,2,5,3,7,37950
73.4,9500,2,2,3,6,90830
64.2,6200,7,7,1,3,95040
73.9,1500,5,7,5,7,181970
38.4,4500,3,10,3,4,82000
45.5,9500,1,1,4,8,54750
39.5,5100,1,1,1,2,61920
44.8,7800,4,5,1,3,75070
27.6,9400,2,3,2,4,47240
99.4,9000,4,5,7,10,139640
68,900,1,5,4,6,155080
35.9,5800,8,8,1,4,58990
40.2,7300,1,1,2,5,58390
26.3,900,1,1,2,6,62460
23.2,1100,1,1,1,3,61280
58.9,2300,1,10,3,6,113910
26.2,6400,1,1,1,3,45930
73.4,4000,1,10,5,8,124190
24.7,4800,7,10,1,3,61520
67.7,4200,1,8,4,5,137210
58,8900,10,12,2,4,78510
59.2,7900,3,3,1,5,79010
53.4,2500,2,9,3,5,135550
84.6,700,1,11,1,5,223690
38.9,9600,2,3,1,2,61230
44.4,8900,1,3,1,5,59500
27.5,1700,1,5,1,4,51800
78.9,6600,3,5,5,7,106660
40.6,5400,4,6,1,5,61980
24.1,6300,2,2,3,4,31580
58,3700,10,10,1,3,137540
94.5,1100,1,8,5,7,175790
59.5,8400,1,2,3,4,105920
54.4,2500,2,2,5,6,90960
47.4,2600,1,9,1,5,109930
71.4,400,5,5,3,7,201770
26.8,2800,3,5,2,4,61840
76.6,8000,5,7,1,5,96920
44.6,5700,3,6,4,7,82870
57.5,1000,3,8,1,5,140710
48.7,300,5,9,3,6,153460
28,9500,4,5,2,6,42840
59.9,2500,1,5,3,6,124370
66.3,100,4,6,5,6,205200
60,7800,4,5,5,9,100650
54.7,700,6,9,4,6,166130
36.3,2000,1,1,1,2,83530
52.6,3900,1,7,2,5,122080
64.3,800,9,12,1,2,155270
20.9,6100,3,4,2,4,31500
31.6,5900,2,5,4,8,54600
98.7,8400,8,8,3,6,146030
62.4,4100,1,1,1,4,137590
20.9,5600,5,9,1,3,33090
69.4,2100,2,2,2,6,148650
67.1,500,3,8,2,3,171660
33.9,3700,2,7,2,4,82500
74.1,5200,4,5,6,10,121170
49.5,2200,4,4,3,6,107670
58,7400,2,4,1,4,84570
60,2100,7,7,5,7,98920
92.8,4500,4,7,5,6,231420
64.1,4700,1,12,1,3,139950
62.8,3100,9,9,1,4,109760
65.6,200,1,4,2,5,155450
28.4,3300,12,12,1,5,52210
42.9,4300,8,11,1,4,85090
34.9,1200,2,9,4,6,76950
26.7,9200,2,11,2,3,48090
49.9,500,5,11,4,8,111210
60.4,1300,3,5,3,6,144480
35.5,5500,2,9,1,5,49100
31.9,3000,1,2,1,3,66030
86.1,1200,3,6,3,6,207840
27,6300,1,6,1,3,37810
75.2,800,7,8,5,9,211630
50.7,2800,11,11,3,7,85510
25.3,1700,2,3,3,4,62410
64.3,5100,8,11,1,3,106770
55.3,8800,1,7,5,9,71120
57.7,6100,4,5,2,4,76900
99.3,8100,10,12,4,5,134710
49.5,3600,4,4,2,3,102730
73.1,4500,2,9,3,6,160340
51.2,8400,4,8,1,3,87550
29.5,2200,5,11,2,6,62430
56.1,9800,2,3,5,8,79010
42.1,2300,1,2,1,2,87030
37.7,9800,3,3,1,5,57950
87.3,9400,4,11,3,5,121490
39.4,8300,4,4,1,3,63290
42.3,7400,2,7,1,2,75340
31.9,3400,1,9,1,3,48860
71.3,8900,1,4,3,5,127630
50.5,1100,2,4,4,7,144450
98,3700,5,7,2,6,214680
45.8,9400,4,6,3,7,68310
77.7,9100,1,5,5,8,113770
28,7200,2,6,1,5,50990
68,6600,2,4,3,6,121380
20.9,7900,3,4,1,5,25520
74.9,8200,3,9,4,6,140600
62.7,9400,2,5,1,3,89400
87,4200,6,9,3,6,190670
51.1,200,2,2,3,6,160910
73.2,8900,2,11,2,3,124680
43.9,9000,4,6,1,5,72310
72.4,5000,6,10,1,4,109220
35.5,4900,2,2,3,4,62140
84.5,9000,2,6,5,7,118000
68,7800,4,10,5,8,88040
72.1,6100,3,10,2,5,114240
31.4,300,2,9,1,5,78980
98,6600,1,1,6,7,167130
66,3300,2,7,1,2,145770
73.2,2800,4,8,1,3,178020
44.6,9200,1,6,4,8,52420
53.2,4900,3,4,5,6,117300
59.9,3100,2,2,1,2,107600
26.2,4300,8,12,2,4,57140
42.2,500,2,8,1,3,107480
90.3,9600,1,2,5,8,128730
49.2,1300,8,12,1,4,102730
96.4,2600,1,6,4,7,186880
24.6,4200,8,9,2,3,51540
95.7,9900,9,12,2,6,124000
53,7700,5,6,5,7,72450
30,9200,1,4,3,7,36690
44.9,1200,1,2,1,5,95440
38.1,7400,7,11,3,6,48130
66.3,2700,2,4,1,2,116270
47.5,5300,4,7,1,3,63800
24.5,8800,3,3,1,5,31150
38.2,4100,2,7,3,4,80600
53.7,7600,9,10,1,4,81330
81.3,6600,2,4,6,9,151610
28.5,1900,1,1,1,4,80590
72.1,4000,5,8,6,9,182880
26.8,1500,4,12,1,4,79710
34.7,9500,3,5,4,6,45290
31.4,6400,1,8,1,3,43400
72.6,1000,4,7,4,8,173940
21,6300,10,10,1,4,28950
74.6,6600,3,5,3,4,117140
50,6500,4,7,5,8,70720
60.8,3500,5,6,1,4,145390
60.8,8900,4,11,3,6,94610
78.4,3400,3,8,5,6,185520
53.4,1800,10,12,3,5,133620
62,6500,3,9,1,3,83100
43,2700,5,6,1,5,85870
35.9,9800,7,8,4,5,56860
37.5,3200,1,2,3,6,78360
96.6,6100,7,10,4,7,132240
62.5,3800,2,3,1,2,114690
29.6,3300,6,9,1,2,68830
42.6,6700,5,6,3,7,60960
98,3700,2,12,5,8,181820
42.1,800,6,10,1,4,94940
91.7,6800,2,5,1,5,158280
57.4,5000,8,12,1,4,86530
50.9,9600,1,1,4,5,74340
21.2,4800,1,6,2,6,35900
46.9,1100,1,1,3,4,114510
41.1,9400,5,5,1,5,71720
48.4,7000,5,5,2,6,58980
37,9200,5,8,1,5,50960
52.7,4800,7,8,5,8,106710
20.8,3900,1,1,1,3,47640
45.2,2500,2,9,1,2,108460
23.6,3200,8,10,1,4,45870
30.7,2100,6,10,1,4,61850
44.3,9100,4,6,4,8,77730
68.2,4600,5,10,5,6,149920
50,1900,3,7,1,5,135320
87.7,7100,1,5,5,9,152170
49.3,1000,2,10,4,8,140730
63.4,7200,2,7,5,7,87930
22.8,3900,2,6,1,2,57440
46.2,2800,4,7,2,3,93440
42.8,8400,6,6,1,3,69750
73.3,8800,5,11,1,4,117680
58.5,7400,1,2,2,3,90550
42.5,7000,8,11,2,3,54950
38.6,1800,1,4,1,5,86050
84.2,1100,3,3,3,5,215210
54,1900,3,3,1,2,128880
73.2,1200,10,10,1,2,186440
24.8,7000,2,3,2,3,41490
99,6000,1,5,7,8,157970
67.8,4900,1,4,2,3,129110
25,800,6,11,2,5,51010
46.7,500,1,3,3,6,113940
98.2,4900,1,1,7,11,171280
20.9,8100,2,2,1,4,31560
66.8,5700,5,6,3,4,117290
22.9,9800,6,9,1,2,36520
49.2,9600,2,12,1,3,83190
56.9,3700,1,8,5,8,111680
62.8,2500,1,12,5,7,128860
54.8,6000,5,5,4,6,84040
43.9,5200,7,8,1,2,77910
39.3,6300,3,9,1,5,49950
94.6,200,3,12,3,7,286590
29.4,8300,2,4,1,5,47030
31.9,600,8,11,2,3,87360
47.9,2900,9,11,4,7,79860
81.6,9900,4,11,3,4,100850
25,4400,1,4,1,5,39750
60.3,6500,1,11,4,8,103220
55.7,3600,5,5,5,6,105720
96.2,7600,11,11,7,10,128830
53,7400,6,12,1,5,84940
44.1,8200,1,10,3,4,63420
55.4,3800,3,10,1,3,125990
71,9500,3,3,3,7,120190
45.7,5600,3,5,3,4,56870
51.9,9000,1,2,1,2,70710
43.6,4500,1,1,4,6,86520
87.7,3500,2,6,4,6,148050
46,7600,4,7,4,8,79620
64.4,4400,3,7,2,3,118750
42.1,3000,5,10,1,3,100420
34.9,2500,2,2,1,5,54620
53.9,4400,5,11,5,6,103070
28.8,3800,3,3,1,4,61480
69.6,2500,3,8,5,7,168270
53.3,2400,1,12,5,7,99720
28.6,2300,4,11,1,3,65880
62,6200,3,11,1,4,113260
59.9,8400,6,8,3,7,87970
87.1,1100,9,10,5,9,166730
64.4,1000,4,4,1,3,141770
50,8500,1,2,3,5,85720
53.9,9800,6,7,2,3,68050
66.8,5000,2,3,5,6,82660
21,7300,3,9,1,2,35330
43.1,9800,10,11,4,6,56860
64.7,5300,2,5,3,6,82110
74.3,2600,1,3,5,6,155940
21.2,3200,6,9,1,3,50990
27.2,9600,6,11,1,5,48730
58.3,8000,1,1,4,8,71090
76.9,4900,2,7,6,9,125800
53.1,2900,1,2,1,2,104850
28.2,800,3,8,1,4,55050
31.5,300,1,3,1,4,86260
99.9,6400,2,2,6,9,156890
33.4,2600,4,7,4,6,64570
89.7,9700,10,12,3,6,169660
32.8,5300,11,12,1,3,54310
46.3,2000,6,6,3,6,73790
56.7,3500,2,10,4,8,127660
67.4,3400,7,7,5,7,130600
65.5,1100,3,5,3,7,152200
69.4,5300,4,11,6,8,123480
22.1,5600,9,12,1,2,34470
36.9,4300,2,2,1,2,73650
28,2300,1,4,2,5,46590
26.7,400,4,4,3,5,82680
59.5,6100,1,1,1,3,94780
40.2,1600,2,2,1,3,85380
43.6,5400,4,6,3,7,76290
95.6,2900,8,11,4,7,161380
53.1,1800,1,3,5,8,147810
23.3,2400,6,12,2,3,57830
64,2800,6,11,1,3,111080
44.8,3600,9,12,1,5,106910
42.7,4800,7,9,3,6,72280
75.4,6900,3,3,5,6,107620
41.7,3700,8,11,1,2,76140
50.3,5800,7,7,4,7,64410
68.3,6400,1,8,1,3,87840
61.7,7600,2,2,5,8,90950
20.7,8700,1,5,1,2,26880
91.6,9600,12,12,2,6,154730
35.6,6000,2,3,1,5,60040
84.7,9400,4,5,1,5,115640
47.9,4300,2,2,3,5,76170
89.4,3300,3,7,5,7,158470
52.9,6300,10,10,5,8,62790
89.6,2700,2,9,6,7,190240
54,7700,4,11,5,8,94230
34.5,2000,6,12,1,5,58330
25.6,5000,3,3,1,3,33540
99.5,5800,2,7,3,5,161820
59,4900,7,12,2,6,119720
32.8,2200,2,4,3,7,79730
59.6,1200,1,2,3,7,158230
54,9400,2,2,5,6,66240
51,5500,7,8,4,7,71230
97.5,3500,3,6,5,6,239430
55.2,7100,2,12,4,5,86420
33.2,1200,4,8,1,4,68880
62.1,9600,1,7,2,6,89590
28.6,6200,12,12,1,5,44890
30.6,7700,1,3,3,7,55080
30.9,6200,5,6,4,7,51030
56.1,1100,5,7,1,4,150020
78.4,4800,7,7,6,9,133280
60.6,5900,3,8,3,5,96600
37.4,6000,6,6,3,4,53040
57.3,2300,3,3,4,6,125520
71.4,8000,3,4,6,9,93560
68.1,500,3,3,1,4,151570
91,8900,3,7,5,7,156120
39.6,5700,2,6,2,6,53570
64.7,200,1,10,5,7,194190
53.4,9700,1,3,1,5,81500
34.9,3000,9,12,1,2,61660
65.8,9700,1,1,1,5,111510
37,2400,2,2,4,6,67490
69.7,6400,7,8,6,10,82050
35.6,9100,1,1,4,8,43760
62.6,9000,7,11,5,6,111920
76.1,4400,2,6,3,5,141260
65,1400,1,3,4,8,175090
63.6,9400,2,4,3,5,89050
38.2,2800,1,7,1,2,87940
51,6400,3,7,1,4,64290
41.8,2300,1,8,1,4,72380
63.4,5300,2,3,1,5,80960
54.5,6700,5,10,5,7,92360
56.9,7300,2,3,1,5,69950
40.6,6000,1,1,1,5,55350
85.1,2100,1,4,6,8,181130
30.3,6500,11,12,1,5,53660
71.1,6700,3,4,3,5,91310
50,7800,3,12,1,2,65740
43.9,5900,2,2,4,5,52700
47.3,2500,2,7,3,6,117860
53.5,9300,3,4,3,5,88930
35.2,9700,7,12,2,6,56010
77.4,7300,10,11,4,5,136880
61,3100,8,11,3,6,139480
34.1,3000,1,8,1,4,57290
43.3,3300,1,1,2,3,87990
99.1,8900,2,3,6,8,152510
40,5500,5,11,2,4,65200
47.5,3800,2,4,3,4,113660
24.8,3900,2,5,2,4,59390
35.4,900,2,10,1,5,84370
24.4,1400,1,1,1,3,47980
98,5900,2,4,5,7,127450
33.5,1100,1,7,1,4,95420
38.1,8300,1,8,1,3,61130
27.2,8500,1,1,2,5,35560
62.9,4800,2,3,4,8,126800
69.8,7300,1,11,5,7,119350
65.7,2800,1,2,5,8,135400
66.7,4500,1,2,2,6,112550
21,6600,2,6,1,5,31020
67.4,9900,1,1,1,2,92560
38,3600,2,6,1,4,83960
61.6,9800,7,10,1,3,83270
20.9,900,4,5,1,4,57690
30.6,2000,2,5,4,5,50840
23.5,7600,11,11,1,2,27850
60.6,7400,1,2,1,3,87970
37.2,6800,10,10,1,3,50010
24,9500,1,4,2,4,41450
42.5,400,10,10,1,2,114210
54.3,5600,1,1,3,7,71590
85.2,7800,3,3,4,6,107350
46,1200,2,12,1,5,115670
33.8,7400,6,6,2,5,47390
23.5,6100,1,12,1,2,28400
42.1,2800,3,3,2,3,79980
64.8,9300,10,11,2,3,84210
47.6,1600,9,11,1,4,110960
57.6,7800,2,2,1,3,102950
32,1400,4,4,1,4,77960
33.4,7200,1,2,3,6,46260
94.1,400,1,1,2,6,241530
39,3300,3,4,4,5,66330
57.7,4100,10,10,5,9,104370
27.4,10000,5,6,1,3,33510
83.2,500,1,10,3,6,150800
55,8200,2,10,1,2,97600
83.5,5900,2,2,3,5,105880
22.2,3700,12,12,1,5,52580
72.5,6400,2,3,4,6,112940
49.4,4700,8,8,1,5,101630
23.2,4400,1,5,1,4,53070
69.9,6900,8,8,1,2,108830
97.1,7800,10,11,5,8,155110
40.9,4300,4,5,1,5,87710
48.8,4900,9,9,5,6,76770
68.2,1500,10,12,1,5,189960
96.2,6700,4,6,2,4,164590
20.7,8800,6,12,2,4,34640
64.5,1400,4,6,5,6,162440
38.8,4100,2,2,1,4,64670
35.3,9900,5,9,4,6,53680
52.8,4700,2,8,5,6,110100
40.5,6300,4,4,4,5,67760
46.9,7100,7,12,4,5,60770
64.5,7200,7,11,4,8,89330
30.3,7800,5,12,1,5,52530
55.9,8100,1,4,1,5,73100
50,6200,1,2,4,8,61330
95.3,500,1,12,7,11,175140
45.2,1700,3,3,1,5,86480
61.8,6100,6,7,4,5,88490
20.4,4000,1,2,1,5,36020
99.4,6200,3,8,7,10,134560
67.5,9200,3,9,5,6,116640
30.2,5400,1,3,1,5,51580
67.8,6100,5,10,1,5,109040
50.6,5700,2,6,2,6,72290
58.5,6800,12,12,4,8,104980
